SHOTN_ISIN,KOR_SECN_NM,ISSUCO_CUSTNO
34204L,코크렙제51호위탁관리부동산투자회사2우,37290
33667K,포더모먼트1우,36736
198140,엘디케이,37320
19814K,엘디케이1우,37320
24364K,펭귄오션레저1우,27470
336860,유일산업,36773
336980,디카트,36774
337540,첸트랄,36855
337600,고릴라브루잉컴퍼니,36854
33625K,블루피치1우,36714
33648N,모션디바이스4우,36735
34117K,퓨쳐메디신1우,37253
341400,태왕파트너스,37317
342020,하나트러스트제3호위탁관리부동산투자회사,37338
11194L,(주)로보터스2우선주,32439
33627K,골든타임기획컨설팅1우,36715
337810,지엠플랜트,36900
340190,롤링필로우,37073
28793M,다이닝코드3우,31989
341980,메이티,37350
327030,엔비스아나,37369
342480,엠티에스컴퍼니,37370
34248K,엠티에스컴퍼니1우,37370
34248L,엠티에스컴퍼니2우,37370
08101K,프라이맥스1우,9369
25684K,한국비엔씨1우,28811
25684L,한국비엔씨2우,28811
33686K,유일산업1우,36773
33754K,첸트랄1우,36855
254260,진영글로벌,28561
31719P,마이셰프5우,34864
337710,캠시스글로벌,36908
342730,웰리브,37330
338140,쿠돈,36895
338730,유이엔티,36918
339920,아치서울,37036
34019K,롤링필로우1우,37073
340370,리사이클빈,37134
343340,알파플러스,37465
34334K,알파플러스1우,37465
164170,디에스피,19479
17490P,앱클론5우선주,21148
343730,비티시스템,37474
33698K,디카트1우,36774
33086L,네패스아크2우,36412
24251T,발레앤모델9우,28539
332860,이미지블,36662
33286K,이미지블1우,36662
332920,더스윙,36374
33505K,신한호텔천안위탁관리부동산투자회사1우,36659
33505L,신한호텔천안위탁관리부동산투자회사2우,36659
337000,블랭크코퍼레이션,36850
33700K,블랭크코퍼레이션1우,36850
337180,나자인,36851
166850,서일캐스팅,19793
16685K,서일캐스팅1우,19793
337280,현우테크,36699
32898L,오투엠2우,35980
333280,에스엔엘코리아,36402
24802D,젬18우,28327
33604K,타스컴1우,36886
33604L,타스컴2우,36886
33604M,타스컴3우,36886
33604N,타스컴4우,36886
33153K,농업회사법인 주식회사 에어리움농장1호1우,36239
33286L,이미지블2우,36662
333450,심플에프앤비,36426
334110,제로패스,36484
335930,지컴,36928
337730,영일프레시젼,36917
338810,코헨스,36914
339280,유노믹,36936
337460,한광전기공업,36939
24802E,젬19우,28327
29973M,아베크3우,33441
339360,메딕션,36920
30018L,팝스라인2우,33274
337850,농업회사법인포프리,37005
333820,원택,37082
33382K,원택1우,37082
33382L,원택2우,37082
337960,화성궤도,37056
31682L,지티이노베이션2우,34831
339620,하트게임즈,37106
33962K,하트게임즈1우,37106
335830,플레토로보틱스,36650
17680K,바이오코프1우,20834
336050,농업회사법인 사랑농장,37147
01829K,브이티1우,1829
23817K,엔에스엠1우,37165
32849L,팜토리포천1호스마트팜농장2우,35935
32849M,팜토리포천1호스마트팜농장3우,35935
33411K,제로패스1우,36484
335730,로스웰워터,36647
336670,포더모먼트,36736
340490,피닉슨컨트롤스,37181
34049K,피닉슨컨트롤스1우,37181
341080,빅씽크,37185
341230,소재의맥,37201
11194K,로보터스1우선주,32439
341140,세븐핀테크,37211
34114K,세븐핀테크1우,37211
243640,펭귄오션레저,27470
332180,3씨미디어,36400
335490,플티,36703
33583K,플레토로보틱스1우,36650
336240,세탁프리워시탑동,36682
336250,블루피치,36714
336270,골든타임기획컨설팅,36715
336480,모션디바이스,36735
33648K,모션디바이스1우,36735
33648L,모션디바이스2우,36735
33648M,모션디바이스3우,36735
336730,비욘드바이오,37242
339610,에이바이오텍,37234
00150K,현대차증권 1우,150
340460,씨제이올리브영,37141
23972N,피플카4우,27305
29813P,옥천당5우,32951
31719N,마이셰프4우,34864
33573K,로스웰워터1우,36647
33884K,와이바이오로직스 1우,37261
33884L,와이바이오로직스 2우,37261
33884M,와이바이오로직스 3우,37261
33884N,와이바이오로직스 4우,37261
33884P,와이바이오로직스 5우,37261
33884Q,와이바이오로직스 6우,37261
33884R,와이바이오로직스 7우,37261
33884S,와이바이오로직스 8우,37261
33884T,와이바이오로직스 9우,37261
33884V,와이바이오로직스 10우,37261
341650,빗썸코리아,37272
28400V,블로코10우,31587
332190,오션스바이오,36409
28524V,비바리퍼블리카10우,31697
33086K,네패스아크1우,36412
325040,메가파크,35846
00334K,SK에코플랜트5우,334
333870,케이비죽전알앤디센터위탁관리부동산투자회사,36454
33387K,케이비죽전알앤디센터위탁관리부동산투자회사1우,36454
33387L,케이비죽전알앤디센터위탁관리부동산투자회사2우,36454
26574K,엔에프씨1우,36468
088240,대우조선해양건설,10601
08824K,대우조선해양건설1우,10601
08824L,대우조선해양건설2우,10601
25624N,세븐비어4우,29025
333860,에이치앤이루자,36496
334430,유원티이씨,36502
01251K,더존비즈온2우,1251
19721K,리드1우,23152
22285M,정상라이다3우,27968
23972M,피플카3우,27305
25854L,에스엘테라퓨틱스2우,29044
25854M,에스엘테라퓨틱스3우,29044
25854P,에스엘테라퓨틱스5우,29044
25854Q,에스엘테라퓨틱스6우,29044
25854R,에스엘테라퓨틱스7우,29044
333230,레진엔터테인먼트,36521
333900,아이브스,36522
33390K,아이브스1우,36522
33390L,아이브스 2우,36522
33390M,아이브스 3우,36522
33390N,아이브스 4우,36522
33390P,아이브스 5우,36522
333830,티비에스머티리얼,36533
20035M,래몽래인3우,23299
24802C,젬17우,28327
29299L,일감플러스2우,32624
31106L,엘에이티2우,34266
333170,어텍,36550
17953K,애드바이오텍1우,21055
17953L,애드바이오텍2우,21055
17953M,애드바이오텍3우,21055
17953N,애드바이오텍4우,21055
17953P,애드바이오텍5우,21055
24201M,타스글로벌3우,27394
329020,오션스톤보통주,36579
331300,벽강산기,36233
331680,크래머리 브루어리,36249
331880,제이알디웍스,36266
332590,오원트밸런스,36327
33166K,한국미라클피플사1우,36609
331740,아우토크립트,36260
334640,마제스타,36616
03733K,인지디스플레이1우,3733
25093K,예선테크1우,28232
31413Q,지놈앤컴퍼니6우,34612
31413R,지놈앤컴퍼니7우,34612
331290,너겟,36203
332250,엠케이,36352
335350,영풍전자,36597
17276L,마스테코2우,20423
33325L,디디아이에스에스에이치큐위탁관리부동산투자회사2우,36406
334260,찍고바,36637
018005,유니슨1우,1800
29153L,제넨셀2우,32321
335790,태양중공업,36643
308160,더브레드블루,33961
30816K,더브레드블루1우,33961
312560,파코웨어,34346
335050,신한호텔천안위탁관리부동산투자회사,36659
29136L,에이에스엔2우,32303
335040,에이디텍,36683
33129K,너겟1우,36203
24461K,라온즈1우선주,27610
336420,위즈블,36710
29789M,에이치비솔루션3우,32929
27234K,인포카1우,30383
332850,비바모빌리티,36351
31719M,마이셰프3우,34864
29806Z,에스씨엠생명과학 14우선주,32932
29806A,에스씨엠생명과학 15우선주,32932
29806B,에스씨엠생명과학 16우선주,32932
33130K,벽강산기1우,36233
24190N,비주얼캠프4우,27359
27740N,휴먼스케이프4우,30980
27740P,휴먼스케이프5우,30980
300090,센코어테크,36840
331530,농업회사법인 주식회사 에어리움농장1호,36239
05032K,에스에이치엔엘1우,5992
329810,우담기술,36093
329860,신한씨에스,36092
329950,지오테크놀로지,36094
32995K,지오테크놀로지1우,36094
31858L,페이타랩2우,34991
330200,아르티스,36106
12160L,나노신소재2우,16136
293810,문피아,36113
321780,페이레터,36118
322500,품에자산운용,32698
323150,제이스,35642
324760,휴바이오,35572
325920,교린,35731
328250,테라베스트,36126
330310,애니팬,36117
30371K,비에이에너지1우,33526
322260,쇼노트,36134
32226K,쇼노트1우,36134
00334L,SK에코플랜트6우,334
01921R,와이지-원7우,1921
25940L,위블링2우,29078
326050,글로비텍,36146
32605K,글로비텍 1우,36146
32605L,글로비텍 2우,36146
327960,더콘텐츠메이커,35876
330540,동화바이텍스,36147
22267L,플럼라인생명과학2우,25685
22267N,플럼라인생명과학4우,25685
22267P,플럼라인생명과학5우,25685
22267Q,플럼라인생명과학6우,25685
24251S,발레앤모델8우,28539
30574K,에이르랩1우,33696
330630,오브이메디,36152
330800,이알디,36145
28400T,블로코9우,31587
31021P,보로노이5우,34136
324400,티앤씨코리아,35571
32592K,교린1우,35731
32171K,농업회사법인 제이케이크래프트1우,35293
32315K,제이스1우,35642
32825K,테라베스트1우,36126
330930,씨코전자,36154
330970,엘젠,36178
26178M,차백신연구소3우,29370
329470,아이솔라에너지,36185
251830,마제스티골프코리아,28321
28577L,라이프사이언스테크놀로지2우,31730
328980,오투엠,35980
329040,마린이노베이션,35979
32904K,마린이노베이션1우,35979
329270,아이크로진,36007
331200,아이큐브글로벌,36197
21773Q,강스템바이오텍6우,25007
250020,에스앤씨산업,36236
331000,칸젠,36229
331430,스테비아바이오텍,36209
26437L,21그램그룹2우,29665
326210,여행상점,35709
327700,스킨드림,35849
25128P,안지오랩5우,28662
31840L,엠에스웨이2우,34992
32797K,케어룸의료산업1우,35990
00867K,신한투자증권2우,867
20078M,비씨월드제약3우,23675
26647K,바이오인프라생명과학1우,29849
32440K,티앤씨코리아1우,35571
32898K,오투엠1우,35980
330700,태영리딩,36309
27409W,켄코아에어로스페이스11우,30567
32770K,스킨드림1우,35849
328490,팜토리포천1호스마트팜농장,35935
20035L,래몽래인2우,23299
324050,에스모터스,35489
321850,나이스엘엠에스,36326
32621K,여행상점1우,35709
327550,세컨리스트,35839
21621Y,힐세리온13우,32840
32904L,마린이노베이션2우,35979
329820,정금에프앤씨,36030
332760,메디헬프라인,36344
332840,비제이티,36343
31719K,마이셰프1우,34864
32849K,팜토리포천1호스마트팜농장1우,35935
01758K,동문건설1우,1758
17860K,대동고려삼1우,21097
17860L,대동고려삼2우,21097
20695K,볼빅1우,24016
20695L,볼빅2우,24016
24157P,넥스모스5우,27392
315040,씨엔티테크,36398
321080,메타엠,36397
333250,디디아이에스에스에이치큐위탁관리부동산투자회사,36406
33325K,디디아이에스에스에이치큐위탁관리부동산투자회사1우,36406
326810,써니사이드게임즈,35736
32681K,써니사이드게임즈1우,35736
32681L,써니사이드게임즈2우,35736
15117M,신우코스텍3우,18213
286140,태왕이앤씨,31797
30336N,프로티아4우,34327
322460,아우라케어,35367
323610,오렌슈츠,35428
324450,엠프로스,35542
325940,케이셀,35766
326830,모르페우스,35754
326200,파워큐브세미,35812
327230,오딘네트워크,35810
25180K,제이에스글로벌1우,32179
25180L,제이에스글로벌2우,32179
25180M,제이에스글로벌3우,32179
323710,파랑이앤알,35445
324280,에이치앤비라이프,35511
327820,글로스퍼,35866
274030,그렉스,35881
28833Y,브릿지바이오테라퓨틱스13우,32047
320580,이엠티씨,35872
327790,위메프,35875
24157N,넥스모스4우,27392
32316K,테바1우,35421
20340R,에이비온7우,23599
327000,신한알파강남위탁관리부동산투자회사,35905
32700K,신한알파강남위탁관리부동산투자회사2우,35905
32700L,신한알파강남위탁관리부동산투자회사1우,35905
328190,파트론메카,35897
328050,호텔수성,35909
32371K,파랑이앤알1우,35445
285880,아이디티월드,31829
29415L,이노파마스크린2우,32572
29806X,에스씨엠생명과학12우,32932
29806Y,에스씨엠생명과학13우,32932
328170,레이홀딩스,35921
328720,테슬라바이오랩,35953
28785M,루사트3우,31975
32428K,에이치앤비라이프1우,35511
328480,엠컨설팅,35958
328880,레드젠,35959
32888K,레드젠1우,35959
18240K,엔케이맥스1우,21423
22522Q,제놀루션6우,25715
26178L,차백신연구소2우,29370
08444K,유비온1우,10200
12078L,전우정밀2우,14958
23603K,씨알푸드1우,26752
23603L,씨알푸드2우,26752
244960,스마트스코어,35960
24496K,스마트스코어1우,35960
24496L,스마트스코어2우,35960
24496M,스마트스코어3우,35960
24496N,스마트스코어4우,35960
24496P,스마트스코어5우,35960
24496Q,스마트스코어6우,35960
24496R,스마트스코어7우,35960
24496S,스마트스코어8우,35960
27066K,에브리봇1우,30239
27066L,에브리봇2우,30239
301220,인천레미콘,33261
326950,씨나인이엔티,35978
327970,케어룸의료산업,35990
328260,코스텍,35981
329050,구스앤홈,35986
32905K,구스앤홈1우,35986
32905L,구스앤홈2우,35986
12287K,YG엔터테인먼트1우,16041
21608N,제테마4우,24833
21608P,제테마5우,24833
108090,에스제이테크,14541
10809K,에스제이테크1우,14541
10809L,에스제이테크2우,14541
321770,에이치피케이,36009
329320,유영글로벌보통주,36019
329620,펍플,36016
29913M,뉴라클사이언스3우,33100
29913N,뉴라클사이언스4우,33100
29913P,뉴라클사이언스5우,33100
323680,스마트핀텍,35479
329000,림사이언스,36012
329300,에이엔티,36029
05897L,엠로2우,11150
20058M,메디쎄이3우,26110
21505K,비엔디생활건강1우,24816
23407K,에이원알폼1우,26682
31021N,보로노이4우,34136
31417L,메디에이지 2우,34574
329740,디지털골드익스체인지,36021
329760,엘케이,36047
329770,더샹그릴라,36005
329830,시에스코리아,36051
14586M,에코필3우,17641
329600,휴비스트제약,36070
32960K,휴비스트제약1우,36070
32960L,휴비스트제약2우,36070
318580,페이타랩,34991
321030,액시즈,35249
32103K,액시즈1우,35249
32103L,액시즈2우,35249
32103M,액시즈3우,35249
32103N,액시즈4우,35249
323140,송도해상케이블카,35385
323090,넘버스,35411
26178K,차백신연구소1우,29370
31653L,메콕스큐어메드2우,34839
31876K,팬포머1우,35006
323520,운트바이오,35432
29016K,이에프티코리아1우,32199
29016L,이에프티코리아2우,32199
316810,신부넷,34861
31692M,쓰리딜라이트3우,34834
318220,케어슨,34983
318390,지엘텍,34982
31839K,지엘텍1우,34982
31839L,지엘텍2우,34982
31858K,페이타랩1우,34991
319730,이노플라이,35122
32335K,다원넥스뷰1우,35441
32335L,다원넥스뷰2우,35441
139150,이지스자산운용,16020
324020,블루에이치투,35463
25919L,맥스온소프트2우,29073
31806K,그래피1우,35195
32103P,액시즈5우,35249
31021M,보로노이3우,34136
31753K,캐리소프트1우,35518
31753L,캐리소프트2우,35518
317560,금영엔터테인먼트,35517
324660,세라에이치티,35480
31973K,이노플라이1우,35122
323700,금암,35565
32179K,엠프라퍼티제1호위탁관리부동산투자회사1우,35309
32179L,엠프라퍼티제1호위탁관리부동산투자회사2우,35309
18349N,엔지켐생명과학4우,21538
27409T,켄코아에어로스페이스9우,30567
324790,마이플라이아이,35577
199350,아이투맥스,23186
296170,에스엘바이젠,35590
321060,체커,35220
321800,큐라코,35563
14061L,엔솔바이오사이언스2우,17073
24157M,넥스모스3우,27392
27606K,케이에스티일렉트로닉스1우,30742
325290,비트젠,35621
29861N,아보네4우,32965
29861P,아보네5우,32965
320470,한솔페이퍼텍,35213
325320,부머스,35627
325370,아이티버스,35619
29913K,뉴라클사이언스1우,33100
29913L,뉴라클사이언스2우,33100
314620,복싱매니지먼트코리아,34605
322320,엠셀,35350
32297K,무진메디1우,35663
325670,천일페인트,35654
012950,진합,1295
29939L,란드바이오사이언스2우,33111
31682K,지티이노베이션1우,34831
321710,농업회사법인 제이케이크래프트,35293
325710,지노스,35669
27409V,켄코아에어로스페이스10우,30567
29136K,에이에스엔1우,32303
178010,에이치씨엔씨,20951
28600K,씨엔티드림1우,31773
321890,케이씨에프테크놀로지스,35696
32399K,박셀바이오1우,35703
32399L,박셀바이오2우,35703
32399M,박셀바이오 3우,35703
32399N,박셀바이오 4우,35703
32399P,박셀바이오 5우,35703
32399Q,박셀바이오 6우,35703
32399R,박셀바이오 7우,35703
04853L,인트론바이오테크놀로지2우,7072
21621W,힐세리온11우,32840
21621X,힐세리온12우,32840
297670,카룸,32945
29975P,비비비5우,33151
318840,제이엠웨이브,35025
323160,테바,35421
317450,명인제약,35732
326320,성균바이오텍,35733
31684P,모트에이아이5우,28524
318790,미래셀바이오,35045
25820N,미스터멘션4우,28951
25820P,미스터멘션5우,28951
319030,아이지비,35026
23476X,고위드12우,32145
316580,선진피앤비,35054
316630,원디렉션컴퍼니,34804
316820,지티이노베이션,34831
319550,디셀로컴퍼니,35073
31692L,쓰리딜라이트2우,34834
31583K,지가스1우,34748
26068K,성박1우,29218
31261K,에이에프더블류1우,35092
316940,지안티컴퍼니,34846
31800K,케이비지1우,35093
31800L,케이비지2우,35093
319810,해머엔터테인먼트,35104
319700,선우,35105
318460,파미노젠,35126
319920,로웸,35123
29973L,아베크2우,33441
319930,광양인터내셔널물류센터,35137
24251R,발레앤모델7우,28539
30802L,그리너지2우,33984
317190,마이셰프,34864
317210,사랑과선행,34890
318190,브이에이스,34973
320120,골든피아,35143
320080,농업회사법인 풍강,35160
23634Q,메디젠휴먼케어6우,26828
320050,싸이큐어,35182
31315L,구름2우,34646
314830,토리컴즈,34642
317460,인유어사이드,34901
31746K,인유어사이드1우,34901
318200,한국창의코딩영재교육개발원,34980
319570,라디언스,35159
319770,에이알에이글로벌리츠제1호위탁관리부동산투자회사,35183
31977K,에이알에이글로벌리츠제1호위탁관리부동산투자회사1우,35183
320020,엔케이타히보,35210
31694K,지안티컴퍼니1우,34846
318610,라이트브라더스,35061
320340,무궁화신탁,35229
32034K,무궁화신탁1우,35229
118970,주식회사 비에스제이홀딩스,13587
321330,유성베이커리,35256
10689K,엠텍1우,14412
317970,애니원,35267
31797K,애니원1우,35267
31797L,애니원2우,35267
320380,테토스,35250
32038K,테토스 1우,35250
32038L,테토스 2우,35250
32038M,테토스 3우,35250
320950,코크렙제47호위탁관리부동산투자회사,35252
32095K,코크렙제47호위탁관리부동산투자회사1우,35252
29923L,세븐브로이양평2우,33051
319290,정세환경기술,35315
320700,제이테크놀로지,35226
321790,엠프라퍼티제1호위탁관리부동산투자회사,35309
109500,비트앤와트,14695
318760,팬포머,35006
319650,카텍에이치,35325
31965K,카텍에이치1우,35325
320480,이노에버코딩학원,35324
322190,베른,35323
318600,일코전자,35334
322110,진스랩,35333
12264M,예스티3우,17884
31483K,토리컴즈1우,34642
31861K,라이트브라더스1우,35061
28833W,브릿지바이오테라퓨틱스11우,32047
28833X,브릿지바이오테라퓨틱스12우,32047
322620,현대기공,35358
315400,엔라인,35361
322440,이노디아핀테크솔루션즈,35362
09037K,메타랩스1우,10822
09417L,동운아나텍6우,14826
319520,오픈웨딩,35082
322390,한국생태연구원,35360
322530,텔큐온,35384
322590,씨아이씨티,35375
32259K,씨아이씨티1우,35375
32259L,씨아이씨티2우,35375
32259M,씨아이씨티3우,35375
32259N,씨아이씨티4우,35375
32259P,씨아이씨티5우,35375
25805N,테크트랜스4우,28934
29415K,이노파마스크린1우,32572
31021K,보로노이1우,34136
31021L,보로노이2우,34136
32095L,코크렙제47호위탁관리부동산투자회사2우,35252
23482L,레온2우,26660
25074N,라디안큐바이오4우,34925
25103P,레인보우85우,28258
25103Q,레인보우86우,28258
318060,그래피,35195
306360,에이티파머,34755
30794K,케이아이오티1우,33939
31092K,에코웰1우,34262
31134K,테디아일랜드1우,34254
05092M,코스틸3우,7275
15117L,신우코스텍2우,18213
316320,메티메디제약,34777
31632K,메티메디제약1우,34777
31632L,메티메디제약2우,34777
31632M,메티메디제약3우,34777
31632N,메티메디제약4우,34777
31632P,메티메디제약5우,34777
31632Q,메티메디제약6우,34777
31632R,메티메디제약7우,34777
06493M,시그넷시스템4우,7934
26087L,에스케이시그넷2우,29251
26087M,에스케이시그넷3우,29251
28833T,브릿지바이오테라퓨틱스9우,32047
316060,위싱라이브,34786
316490,에어볼테크,34791
254650,성보,28619
310400,리디쉬,34253
311260,유니버샬팜스밀,34232
313150,구름,34646
313350,지피트리,34500
316570,리마,34796
15843M,아톤3우,27043
313120,알로스(신설),34451
304990,버즈빌,34817
30499N,버즈빌4우,34817
307090,케이씨씨오토그룹,34608
30709K,케이씨씨오토그룹1우,34608
28833V,브릿지바이오테라퓨틱스10우,32047
305940,고미랩스,34838
30594K,고미랩스1우,34838
316530,메콕스큐어메드,34839
31653K,메콕스큐어메드1우,34839
316640,마이지놈박스,34830
31315K,구름1우,34646
314390,퍼플독,34598
29480K,마이비1우,32653
317160,제아에이치앤비,34862
313740,에이엠솔루션,34526
315080,핸드픽트컬렉션즈,34677
315390,진산비버리지,34682
313100,나노레이,34886
314990,국제암호화자산종합거래소,34910
317520,고려산삼공판,34909
317670,부텍스,34911
250740,라디안큐바이오,34925
25074K,라디안큐바이오1우,34925
25074L,라디안큐바이오2우,34925
25074M,라디안큐바이오3우,34925
294080,메인라인,34921
315500,쓰담,34686
316380,무지개연구소,34779
18690Q,이스트포토닉스6우,21909
31439K,퍼플독1우,34598
315090,쇼셜피르마,34678
317280,인피니트랜스알파,34943
317470,썬로이,34942
073980,교보생명보험,5068
28781K,티스템1우,32002
31508K,핸드픽트컬렉션즈1우,34677
31787K,엔바이오니아1우,34941
23482K,레온1우,26660
318140,에스엠티바이오,34959
31814K,에스엠티바이오1우,34959
31814L,에스엠티바이오2우,34959
28524T,비바리퍼블리카9우,31697
06566L,안트로젠2우,8016
13651K,스마트솔루션즈1우,16940
309900,티티씨디펜스,34099
317890,248마일,34989
318440,바이오웨이,35004
318590,스탠다드그래핀,34965
24201L,타스글로벌2우,27394
24251Q,발레앤모델6우,28539
26706T,명진홀딩스9우,29907
315830,지가스,34748
316920,쓰리딜라이트,34834
31692K,쓰리딜라이트1우,34834
318400,엠에스웨이,34992
31840K,엠에스웨이1우,34992
24781L,베리타스자산대부2우,27909
29302M,리버스랩3우,32489
31509K,쇼셜피르마1우,34678
31539K,진산비버리지1우,34682
08468K,이월드1우,10221
08468L,이월드2우,10221
21621V,힐세리온10우,32840
311910,오레스트,34438
316840,모트에이아이,28524
31684K,모트에이아이1우,28524
31684L,모트에이아이2우,28524
31684M,모트에이아이3우,28524
31684N,모트에이아이4우,28524
19894N,한주라이트메탈4우,23316
30812K,투디엠1우,33993
188330,GES,22053
19929S,바이오프로테크8우,23179
308190,일점육일팔,33974
309160,다원에프엔씨,34435
312990,에이바자르,34424
10384K,우양1우,14062
23733P,씨플래닛5우,26911
309660,센시,34062
309740,에코마인,34080
309950,엘큐어,34195
31196K,에이아이더뉴트리진1우,34480
312230,유니완,34472
312800,퓨젠바이오,34442
313210,한울에프앤비,34471
27211K,케이엔제이1우선주(전환상환),34459
27211L,케이엔제이2우선주(전환상환),34459
27211M,케이엔제이3우선주(전환상환),34459
311440,카리스,34473
308560,길재소프트,34028
310420,마이렌,34276
311990,화이트블록,34323
313180,킴스헬스케어,34496
05092L,코스틸2우,7275
134850,코아시스템즈,23164
286440,홍성건설,31793
313140,드림스코리아,34495
313250,신진화학,34519
313260,신진에스피이,34518
313300,성우플러스,34516
313540,세명하이트,34517
11899L,모트렉스2우,13585
313530,코스터네트웍스,34529
313550,보명이앤씨,34528
313560,골드문산업개발,34521
313610,천하자동차,34536
107540,태화정공,14504
10754K,태화정공1우,14504
29806W,에스씨엠생명과학11우,32932
313810,컴마트,34540
14108L,리가켐 바이오사이언스7우,17569
06566K,안트로젠1우,8016
26706R,명진홀딩스7우,29907
309610,홀마,34084
21621T,힐세리온9우,32840
21788R,틸론7우,25138
314170,메디에이지,34574
31417K,메디에이지 1우,34574
28833S,브릿지바이오테라퓨틱스8우,32047
313950,캐스트프로,34577
31395K,캐스트프로1우,34577
314080,이노핀,28517
07505K,에스아이플렉스1우,9086
26706Q,명진홀딩스6우,29907
29813M,옥천당3우,32951
29813N,옥천당4우,32951
28272K,금양그린파워1우,31489
31413K,지놈앤컴퍼니1우,34612
31413L,지놈앤컴퍼니2우,34612
31413M,지놈앤컴퍼니3우,34612
31413N,지놈앤컴퍼니4우,34612
31413P,지놈앤컴퍼니5우,34612
314240,공덕개발,34603
314420,에스지오,34602
314550,디벨리,34604
314630,노보셀바이오,34614
15403L,농업회사법인아시아종묘2우,18491
307940,케이아이오티,33939
308580,퓨처사이버,34255
310750,루넷,34239
310880,제이에스이엔디,34283
310920,에코웰,34262
311340,테디아일랜드,34254
311520,샤뽀,34342
314710,에스이에이,34641
19416P,유비머트리얼즈5우,22633
21608K,제테마1우,24833
21608L,제테마2우,24833
26226M,에이프로3우,29440
311500,삼정하누,34261
311790,모스터일렉,34305
315570,코리아익스프레스에어,34700
17675S,듀켐바이오8우,20829
17785P,무한비트5우,20918
26706S,명진홀딩스8우,29907
26371K,쓰리디코리아1우,29559
188460,위너에코텍,22078
24157L,넥스모스2우,27392
28524S,비바리퍼블리카8우,31697
29667L,삼명텍2우,32820
310950,프라임오토,34201
313090,카네비모빌리티,34742
315210,삼미레이저,34739
315550,애드텍,34741
315590,성일산업,34740
315630,혜덕,34744
29302L,리버스랩2우,32489
23283L,시큐센2우,26481
23283M,시큐센3우,26481
299830,에이유,34060
304450,러닝스푼즈,33754
306130,트렌비,33745
308460,엘텍코리아,34061
17675R,듀켐바이오7우,20829
309800,미림아트텍,34066
04782K,초록뱀미디어1우,4636
28901K,아이스크림에듀1우,32235
28901L,아이스크림에듀2우,32235
28901M,아이스크림에듀3우,32235
309470,나무경영아카데미,34087
305740,에이르랩,33696
308020,그리너지,33984
19141K,육일씨엔에쓰1우,22361
30593K,케이나올1우,33720
30703K,조앤강1우,33841
03888L,아이에이2우,3888
11518K,큐리언트1우,13258
219020,팀넷코리아,25073
309700,파봇,28497
309860,효성투자개발,34124
310630,싱크스페이스,34177
900330,CJ CGV 베트남홀딩스,34176
23634P,메디젠휴먼케어5우,26828
28163M,에잇퍼센트3우,31335
28163N,에잇퍼센트4우,31335
28163P,에잇퍼센트5우,31335
29505M,솔루게이트3우,32666
30802K,그리너지1우,33984
25384W,수젠텍11우,28509
308140,제로웹,34241
30814K,제로웹1우,34241
30814L,제로웹2우,34241
30814M,제로웹3우,34241
30814N,제로웹4우,34241
30814P,제로웹5우,34241
30814Q,제로웹6우,34241
21621Q,힐세리온6우,32840
24251P,발레앤모델5우,28539
271780,비엔에프코퍼레이션,30344
27178K,비엔에프코퍼레이션1우,30344
29165K,압타머사이언스1우,34265
29165L,압타머사이언스2우,34265
29165M,압타머사이언스3우,34265
29165N,압타머사이언스4우,34265
29165P,압타머사이언스5우,34265
29165Q,압타머사이언스6우,34265
29165R,압타머사이언스7우,34265
29165S,압타머사이언스8우,34265
29165T,압타머사이언스9우,34265
31106K,엘에이티1우,34266
311160,신한메탈,34264
21621R,힐세리온7우,32840
311120,미래오성모빌리티,34288
305620,농업회사법인주식회사 아로니아하우스,33964
307370,에이블디자인스,33887
308120,투디엠,33993
309220,기술자숲,34057
30922K,기술자숲 1우,34057
309330,트렌스폼,34072
309880,씨티엔에스,34147
311620,드래곤스템프,34307
106690,씨에스컴,14392
311580,뉴로소나,34310
311830,인포비온,34321
06911M,코스온3우,8710
30336K,프로티아1우,34327
30336L,프로티아2우,34327
30336M,프로티아3우,34327
311370,트랜사일로,34331
311820,하나텍시스템,34328
311880,비씨켐,34326
21621S,힐세리온8우,32840
311510,다인바이오,34335
08379M,씨지인바이츠3우,10188
311770,신동진,34352
312450,시그마,34353
05092K,코스틸1우,7275
26706P,명진홀딩스5우,29907
27021K,에스알바이오텍1우,30278
308890,숨비,34363
310740,재플,34185
31074K,재플1우,34185
312330,거맥광업개발,34383
19894M,한주라이트메탈3우,23316
305570,클립스비엔씨,33717
13516P,무송지오씨5우,16503
175580,미르철강,20771
237100,버스야,26922
28719K,소프트닉스1우,31897
304240,뉴코애드윈드,33556
304460,굿윌헌팅,33741
17675Q,듀켐바이오6우,20829
305780,이노넷,33761
306160,뉴메가코퍼레이션,33766
035100,웅진북센,3510
03510K,웅진북센1우,3510
03510L,웅진북센2우,3510
29861M,아보네3우,32965
30265K,레드브로스1우,33376
305390,보니코리아,33770
303090,가디언이엔지,33448
306560,창원짚트랙,33784
05230K,씨티프라퍼티1우,7458
08379K,씨지인바이츠1우,10188
08379L,씨지인바이츠2우,10188
16212T,루켄테크놀러지스9우,19354
25919K,맥스온소프트1우,29073
29789L,에이치비솔루션2우,32929
29505L,솔루게이트2우,32666
09417K,동운아나텍5우,14826
25888M,제이케이인스퍼레이션3우,29021
14930K,아퓨어스1우,17979
305370,모닛,33677
30537K,모닛1우,33677
30537L,모닛2우,33677
30537M,모닛3우,33677
