SHOTN_ISIN,KOR_SECN_NM,ISSUCO_CUSTNO
25694K,케이피에스1우,28823
25694L,케이피에스2우,28823
257140,보타메디,28838
22710K,퀀텀온1우,25908
25206K,고은빛1우,28369
25384S,수젠텍8우,28509
257540,비즈텍코리아,28886
25754K,비즈텍코리아1우,28886
13617K,에이아이매틱스3우,16581
13617L,에이아이매틱스4우,16581
168650,포스코피앤에스,1710
21418L,헥토이노베이션2우,24724
254060,틴토즈,28537
256170,셈스게임즈,28755
25617K,셈스게임즈1우,28755
25617L,셈스게임즈2우,28755
25800K,미로1우,28925
258020,애플애드벤처,28924
25802K,애플애드벤처1우,28924
258040,베이글랩스,28923
25805K,테크트랜스1우,28934
258340,센트롤,28970
258350,디에스티,28969
258400,컴버스테크,28967
18742N,제노포커스4우,21959
19929P,바이오프로테크5우,23179
23430K,에스트래픽1우,26803
242350,피엔아이컴퍼니,27411
258500,어뮤즈,28978
258580,엘앤제이,28988
193820,티엔에프,22562
19382K,티엔에프1우,22562
19382L,티엔에프2우,22562
19382M,티엔에프3우,22562
258690,모비두,28998
258710,안드로메다,29001
25871K,안드로메다1우,29001
25871L,안드로메다2우,29001
25164K,프레도1우,28435
258460,케이엠에스글로벌,29017
258840,세진하이테크,29016
23972K,피플카1우,27305
259070,제이에스테크,29043
258890,미라셀,29015
25889L,미라셀2우,29015
25889M,미라셀3우,29015
259210,글람,29046
259190,맥스온소프트,29073
259400,위블링,29078
25940K,위블링1우,29078
256200,티앤케이팩토리,29127
259560,알투비솔루션,29129
259570,아쿠아렉스,29130
25406K,틴토즈1우,28537
259970,모아톡,29165
259740,써머스에스티,29168
259950,웹와치,29167
260030,비에스하이테크,29166
120780,전우정밀,14958
141550,해우지엘에스,17189
171680,유니트아이엔씨,20313
186370,대오정공,21879
212230,대동전장,24486
22742Z,도부마스크14우,25934
260100,선향,29163
260430,이노에버솔루션,29191
260480,비케이더블유,29193
260490,캐로스,29195
260510,토퍼스엔지니어링,29194
260520,신원이노베이션,29196
260600,오큐브,29192
126210,디오넷,15520
25266K,모건1우,28409
260610,코지,29211
260620,코드글램,29213
260650,에이앤에스개발,29214
260680,성박,29218
260690,바스코리아,29216
260700,모두나와,29217
260710,해성엔지니어링,29212
260730,에스앤아이스퀘어,29215
16084K,올리버1우,19181
16084L,올리버2우,19181
22742A,도부마스크 15우,25934
260740,알찬소프트,29222
260830,세진종합기술,29223
259170,비주얼글로벌,29249
255090,메이크스페이스,28728
256690,두드림크리에이티브,28804
261130,비에프테크,29295
10237K,케이옥션1우,12866
17670W,티씨이11우,20825
256560,라인페이롤서비스,28827
256680,넥스코스,28822
261010,예스점프,29297
261360,스튜디오8,11735
146500,금토일산업,17706
23430L,에스트래픽2우,26803
256970,올스웰,28901
257070,오운유,28927
257350,네오팝,28979
261450,케이앤에이치에프에스,29321
261460,이폰,29320
020010,제철세라믹,2001
24562K,이원다이애그노믹스1우,29162
256930,다이브메모리,28898
259520,코아칩스,29116
25952K,코아칩스1우,29116
25952L,코아칩스2우,29116
25952M,코아칩스3우,29116
259940,루시카토,29245
25994K,루시카토1우,29245
25994L,루시카토2우,29245
261610,피에스엠,29338
261560,엠알씨,29348
261690,비아이피,29347
261720,엑심베이,29372
261840,더피크닉에프앤비,29371
142120,신티에스,17151
245440,꿈꾸는씨어터,27729
252360,티피코리아,29009
258680,모바일골프,29004
258880,제이케이인스퍼레이션,29021
26087K,에스케이시그넷1우,29251
261500,핀인사이트,29322
25669K,두드림크리에이티브1우,28804
258470,메인정보시스템,28980
261700,리얼야구존,29386
193030,도이치파이낸셜,22527
19303L,도이치파이낸셜2우,22527
19303M,도이치파이낸셜3우,22527
21788P,틸론5우,25138
22742B,도부마스크 16우,25934
25656K,라인페이롤서비스1우,28827
25668K,넥스코스1우,28822
079530,밀레에델바이스홀딩스,9576
262100,알앤에이테크,29425
20058K,메디쎄이1우,26110
20058L,메디쎄이2우,26110
258450,케이앤피나노,29429
25888K,제이케이인스퍼레이션1우,29021
25994M,루시카토3우,29245
262190,금당광산개발,29441
26226K,에이프로1우,29440
262500,제이엘벤처스,29438
199890,티이씨씨,23240
19989K,티이씨씨1우,23240
262510,한국제이에스텔레콤,29459
262600,대원산업,29452
242510,발레앤모델,28539
258010,비틀웍스,28937
258200,미스터멘션,28951
25820L,미스터멘션2우,28951
25888L,제이케이인스퍼레이션2우,29021
262730,에너빅,29472
12882M,대성산업3우,15778
25994N,루시카토4우,29245
262430,쥬리아,29455
262860,애니밴드더포레,29489
262870,오상,29488
262940,동해에스티에프 어업회사법인,29490
13516K,무송지오씨1우,16503
262450,허니비즈,29460
26245K,허니비즈1우,29460
26245L,허니비즈2우,29460
262980,산드레 농업회사법인,29499
22633L,신테카바이오2우선주,25828
259620,너울정보,29117
262280,닥터스팹,29420
263090,엠제이에어,29522
263410,크래들코리아,29525
26341K,크래들코리아1우,29525
26341L,크래들코리아2우,29525
26341M,크래들코리아3우,29525
263480,비엘테크,29527
26348K,비엘테크1우,29527
013690,이랜드리테일,1369
23688L,태주산업2우,26921
23688M,태주산업3우,26921
256240,세븐비어,29025
259500,마이파트너씨,29174
263900,하나머스트6호기업인수목적,29567
262130,이뮤노바이오텍,29569
263650,지일이삼공교육,29568
23634M,메디젠휴먼케어3우,26828
257920,닷츠스타일,29077
263510,코크렙제38호기업구조조정부동산투자회사,29591
263730,에스지플렉시오,29584
26373K,에스지플렉시오1우,29584
142690,영진,17266
264310,피디케이리미티드,29623
264680,도그코리아,29647
264720,에스디웨이,29646
25624K,세븐비어1우,29025
074820,동양메닉스,9055
221670,주노콜렉션,25276
24006L,제이더블유크레아젠2우,27171
255600,엠에스라인이엔지,29500
262710,셀럽21,29506
263760,스마트콘,29668
264510,한국주차공유서비스,29669
25820K,미스터멘션1우,28951
008580,엘에스오토모티브,858
264100,캐럿게임즈,29589
26410K,캐럿게임즈1우,29589
14107K,맥스로텍2우,17114
263070,아레나캐스트,29528
26307K,아레나캐스트1우,29528
26307L,아레나캐스트2우,29528
265260,에이알에이알파리움위탁관리부동산투자회사,29733
26526K,에이알에이알파리움위탁관리부동산투자회사1우,29733
26526L,에이알에이알파리움위탁관리부동산투자회사2우,29733
265770,엑센테크닉,29737
21350L,한솔제지2우,24598
23634N,메디젠휴먼케어4우,26828
25560K,엠에스라인이엔지1우,29500
181340,이즈미디어,29765
18134K,이즈미디어1우,29765
18134L,이즈미디어2우,29765
21350K,한솔제지1우,24598
265850,비틈,29770
252490,베타바이오,29781
262700,프리바아워경리단길,29466
26307M,아레나캐스트3우,29528
263820,녹스게임즈,29783
263950,모키보,29580
26395K,모키보1우,29580
264180,시솔지주,29602
26418K,시솔지주1우,29602
265710,동인바이오,29782
08537N,루트로닉4우,10307
08537P,루트로닉5우,10307
265750,백상건설,29801
23882P,모션블루5우,27102
264080,마이꿈,29800
264960,제이엔에이치네트윅스,29797
264970,제이엔에이치패션,29798
26552K,에이피시스템1우,29707
261440,디에이치라이팅,29830
259290,폴루스,29079
26270K,프리바아워경리단길1우,29466
26410L,캐럿게임즈2우,29589
264650,에스더블유네트웍스,29859
264710,엘메카,29644
26471K,엘메카1우,29644
264920,아이디어,29653
266930,비바이오,29861
10366R,씨앗7우,14039
01181K,STX2우,1181
266530,체크페이먼트,29822
26653K,체크페이먼트1우,29822
267180,아성디앤디,29906
11773K,티로보틱스1우,17919
11773L,티로보틱스2우,17919
11773M,티로보틱스3우,17919
267060,명진홀딩스,29907
11899K,모트렉스1우,13585
03764K,지에스엔텍2우,3764
04963K,재영솔루텍1우,8063
263000,올로케이션,29657
264280,컨슈머인텔리전스,29663
264370,21그램그룹,29665
264440,팬텀글로벌,29661
264780,이엔티팩토리,29868
03364K,네패스1우,3364
23250K,바이오이즈1우,26454
264160,소리노리닷컴,29681
265970,드로젠,29787
266220,아이랑놀기짱,29788
267010,엠에스아이대부,29876
267810,앙츠,29977
10366S,씨앗8우,14039
26354K,어스앤에어로스페이스1우,29949
266690,덕산넵코어스,29884
268230,한국금거래소,22665
268300,한림에코텍,29993
24728K,윈월드1우,27914
249680,메디오젠,30009
263710,쓰리디코리아,29559
267730,헬로월드,29937
26773K,헬로월드1우,29937
26773L,헬로월드2우,29937
26773M,헬로월드3우,29937
268200,아크로스,30012
25560L,엠에스라인이엔지2우,29500
259230,아이티티바이오,29048
25923K,아이티티바이오1우,29048
26617K,뿌리깊은나무들1우,30021
26617L,뿌리깊은나무들2우,30021
25275K,삼강신소재1우,28397
00869R,한양9우,869
113300,(주)세명테크,13413
268370,천조기술연구원,30055
268960,아크웨이브솔루션스코리아,30040
263930,어업회사법인 디비에프티,29570
265500,디앤티,29709
265570,어드밴스드바이오텍,29718
268270,에이티엔,30070
268890,뉴카리온,30054
26860K,셀리버리1우,30079
26860L,셀리버리2우,30079
26860M,셀리버리3우,30079
26860N,셀리버리4우,30079
26860P,셀리버리5우,30079
269750,서남해안레저,30095
269770,뉴메이크네이처,30157
269920,위즈도메인,28492
270020,이십일스토어,30177
270140,한국쏠라,30176
264740,에이피씨테크,29775
26557K,어드밴스드바이오텍1우,29718
26773N,헬로월드4우,29937
25624L,세븐비어2우,29025
264840,린노,29696
268170,이열,30204
24140M,아우름플래닛3우,27319
23788L,클리오2우,27161
270530,네콘,30250
27053K,네콘1우,30250
27053L,네콘2우,30250
27053M,네콘3우,30250
27087K,뉴트리1우,30257
271280,글로벌로지텍,30256
11773N,티로보틱스4우,17919
265030,리플포유,29708
265180,코인,29712
266670,업드림코리아,29839
267140,티에스티시스포츠,29983
267340,열정도유통,29886
10366T,씨앗9우,14039
099530,태극제약,12511
12231K,제노레이1우,30279
270330,웰티즌,30324
271530,진올바이오테크놀러지,30358
271580,바른에프앤씨,30354
271850,다이오진,30357
237330,씨플래닛,26911
263610,영구크린,30371
26361K,영구크린1우,30371
26361L,영구크린 2우,30371
26667K,업드림코리아1우,29839
26734K,열정도유통1우,29886
09953K,태극제약1우,12511
09953L,태극제약2우,12511
09953M,태극제약3우,12511
09953N,태극제약4우,12511
17990K,유티아이1우,30343
200080,휴먼스캔,23254
272420,극동자동화,30391
08072K,한국유니온제약1우,9806
099690,윌테크놀러지,30410
23981L,턴투2우,27402
270730,살린,30233
271020,언택아이시티,30262
272670,코리아펀딩,30412
23733L,씨플래닛2우,26911
268860,신한벤처투자,30430
272840,씨비에스바이오사이언스,30422
27284K,씨비에스바이오사이언스1우,30422
27284L,씨비에스바이오사이언스2우,30422
272860,테러스,30421
25996K,크래프톤 1우,29169
25996L,크래프톤 2우,29169
25996M,크래프톤 3우,29169
25996N,크래프톤 4우,29169
25996P,크래프톤 5우,29169
25996Q,크래프톤 6우,29169
268400,새안알엔디,30420
269170,씨티아이코리아,30068
272710,스마트시티그리드,30413
23989P,피엔에이치테크5우,27885
265360,아가월드,28759
26622K,아이랑놀기짱1우,29788
269190,푸드앤테이블,30197
271180,쇼럽,30248
272460,천조스토리,30458
273220,뷰텔,30467
27322K,뷰텔1우,30467
27322L,뷰텔2우,30467
01853K,씨엔씨티에너지 1우,1853
24766K,나노씨엠에스1우,30460
266380,환타월드에너지,30500
270910,그린에너지테크,30267
272930,지에이치텍,30499
273330,에이스투자,30501
273400,엔지노믹스,30478
27340K,엔지노믹스1우,30478
10366V,씨앗10우,14039
219000,충남섬유,25059
25103M,레인보우83우,28258
269360,하이푸헬스케어,30559
274020,하엘,30560
268580,알라딘그룹,30050
273120,아이플래테아,30447
27409K,켄코아에어로스페이스1우,30567
27409L,켄코아에어로스페이스2우,30567
27409M,켄코아에어로스페이스3우,30567
27409N,켄코아에어로스페이스4우,30567
025740,삼동,2574
274240,디파트라이트,30592
031320,비씨카드,3132
06090R,디지피7우,4937
085850,하이게인안테나,10357
274220,한국버스방송,30601
274630,코리아코스팩,30607
27463K,코리아코스팩1우,30607
274880,다보산업,30608
16212K,루켄테크놀러지스1우,19354
16212L,루켄테크놀러지스2우,19354
16212M,루켄테크놀러지스3우,19354
16212N,루켄테크놀러지스4우,19354
16212P,루켄테크놀러지스5우,19354
16212Q,루켄테크놀러지스6우,19354
267830,로컬캠퍼스,29987
271450,프로톡스,30363
274250,인데버파트너스,30647
274060,인선,30656
274750,이앤아이,30642
275010,엔비엠이엔티,30646
275040,영진폴리캠,30648
275090,유정에이치앤에프,30649
275110,해강알로이,30650
275150,제이글로벌이엠비,30657
00856K,메리츠증권1우,856
00856L,메리츠증권2우,856
00856M,메리츠증권3우,856
00856N,메리츠증권4우,856
00856P,메리츠증권5우,856
00856Q,메리츠증권6우,856
00856R,메리츠증권7우,856
00856S,메리츠증권8우,856
01058K,에스엠벡셀1우,1058
270540,애버드,30198
272810,펀진,30442
27281K,펀진1우,30442
253700,엔브로스,30133
264340,테일러콘텐츠,29706
267940,펫프렌즈,30052
268590,피트인글로벌,30045
272340,인포카,30383
27563K,에스에스알1우,30694
268830,알피,30053
269050,에이티에이엠,30058
269200,페인트팜,30129
275600,캐킷,30727
275730,그린텍,30712
275840,파인에코,30717
275870,녹원씨엔아이,30715
275960,업,30714
275970,다담솔루션,30713
202750,동양정공,23572
242020,한미르,30756
25384T,수젠텍9우,28509
25384V,수젠텍10우,28509
272100,에디테크,30758
275050,바이오메가,30739
27604K,스코넥엔터테인먼트 1우,30757
27604L,스코넥엔터테인먼트 2우,30757
27604M,스코넥엔터테인먼트 3우,30757
11111M,호전실업3우,13925
11475N,와이디생명과학4우,13217
275470,엘앤에스티비홀딩스,30747
276060,케이에스티일렉트로닉스,30742
266990,재미컴퍼니,30188
272170,비알인포텍,30396
273230,달꿈,30473
276440,에프티에스,30779
273000,노이드코퍼레이션,30708
272850,아이리시스,30445
27285K,아이리시스1우,30445
276760,티지엠핀테크,30804
23690K,모헤닉플래닛1우,26910
127720,아이지에스피,15667
273070,피트,30709
27307K,피트1우,30709
276490,볼레디,30782
276690,드리옴,30797
27669K,드리옴1우,30797
277120,알무스이앤티,30838
239200,제너럴바이오,30816
24060K,유진테크놀로지 1우,27229
276130,지놈케어,30783
277200,대동커튼월,30841
277210,눈미디어,30856
21016K,팍스넷경제티브이1우,24288
23921K,바이탈오투1우,27130
240000,매직내니,27180
251660,와이엘랜드,28295
26779K,배럴1우,30857
27323K,달꿈1우,30473
277280,에이케이엔코리아,30867
27728K,에이케이엔코리아1우,30867
240130,녹색친구들,27198
271890,세진플러스,30382
276980,빅텍스,30892
27698K,빅텍스1우,30892
277430,원더풀플랫폼,30885
277490,파워리퍼블릭,30891
265410,삼십구도씨,29728
270600,두리함께,30224
272690,시민에너지,30419
277440,골드론,30878
04941L,아주엠씨엠 2우,7146
20835K,지란지교시큐리티1우,24103
277010,247코리아,30842
277930,상수,30945
277290,현대에스티앤피,30958
277970,이베스트기업인수목적4호,30952
276080,오토클라우드,30752
277960,블루코어컴퍼니,30976
278150,파인로보틱스,30975
085490,테크플라워,10332
241870,테이스터스,27355
27409P,켄코아에어로스페이스5우,30567
27409Q,켄코아에어로스페이스6우,30567
27409R,켄코아에어로스페이스7우,30567
277050,지엘에스,30861
01674L,두올2우,1674
277820,에스엠아이,30956
277890,하파,30969
06703K,에이치디현대삼호1우,8136
17267K,에이엘티1우,20410
17267L,에이엘티2우,20410
000160,대한중석,16
000200,대우중공업,20
000205,대우중공업1우,20
000450,한주통산,45
000475,그린손해보험1우,47
000510,태화,51
000530,대한제지,53
000550,삼덕제지,55
000580,대한교과서,58
000600,삼화실업,60
000630,삼천리제약,63
000840,한국벨트,84
000870,전진산업,87
001030,리젠트화재보험,103
001035,리젠트화재보험1우,103
001090,동서증권,109
001095,동서증권1우,109
001100,동양정밀공업,110
001105,동양정밀공업1우,110
001150,서통,115
001155,서통1우,115
001170,장은증권,117
001350,대한모방,135
001400,동산씨앤지,140
001580,신광기업,158
001700,공영토건,170
001850,임광토건,185
,부영산업,190
001910,영일화학공업,191
001980,대호,198
001990,자유건설,199
002050,경향건설,205
002055,경향건설1우,205
002130,피어리스,213
002180,삼익건설,218
002190,우주종합건설,219
002340,유성,234
002730,고려증권,273
002735,고려증권1우,273
002750,피죤,275
002830,삼능건설,283
002930,삼도물산,293
002940,경동산업,294
003020,남양,302
003290,엔케이텔레콤,329
003400,삼성신약,340
003430,유진화학공업,343
003590,광덕물산,359
003595,광덕물산1우,359
003700,비락,370
003810,대우,381
003840,중원,384
003860,성담,386
003890,삼일공사,389
003900,동원데어리푸드,390
003905,동원데어리푸드1우,390
003930,부흥,393
004110,대선주조,411
004190,스마텔,419
004210,한일방직,421
004230,세신,423
004330,진영산업,433
004350,한일양행의약품,435
004390,오리온전기,439
004460,고합,446
004465,고합1우,446
004480,동방전자산업,448
004510,디와이홀딩스,451
004520,삼호건설,452
004610,성화,461
004730,진로종합식품,473
004735,진로종합식품1우,473
004750,삼우빅케치,475
005000,남선물산,500
005060,대우통신,506
005100,쌍용제지,510
005105,쌍용제지1우,510
005370,원진,537
005410,신광산업,541
005510,충청은행,551
005580,삼익주택,558
005650,단암산업,565
005790,만도기계,579
005795,만도기계1우,579
005797,만도기계2우,579
006000,남송개발,600
006150,한메엔에스,615
006160,신화건설,616
006165,신화건설1우,616
006300,대전상호신용금고,630
006320,경기은행,632
006520,형진건설,652
006540,한국상호신용금고,654
006750,센추리,675
006860,혜성테푸공업,686
006900,요업개발,690
007000,한주전자,700
007020,캡스,702
007050,유리이에스,705
007080,진양공업,708
007100,호남식품,710
007140,강남화성,714
007260,동화상호신용금고,726
007410,대우전자,741
007420,해동신용금고,742
007560,한국코인,756
007790,금하방직,779
007840,한국협화화학공업,784
007850,한국화이바,785
007910,세원화성,791
007930,대신EDI,793
007990,신중앙상호신용금고,799
008010,삼협개발,801
008050,경북상호신용금고,805
008100,거성산업,810
008105,거성산업1우,810
008160,보람상호신용금고,816
008170,프라임상호저축은행,817
008190,신호전자통신,819
008330,동미전기공업,833
008410,동방상호신용금고,841
008430,성보섬유,843
008440,아이넥스테크놀로지,844
008480,포스닉,848
008485,포스닉1우,848
008640,우성건설,864
008680,남신,868
008750,범양식품,875
008780,아이인프라,878
008860,한영전자,886
008960,경북콘크리트공업,896
008990,중앙종합금융,899
009030,대한종합금융,903
009035,대한종합금융1우,903
009037,대한종합금융2우,903
009050,대한알루미늄공업,905
009330,삼애인더스,933
009335,삼애인더스1우,933
009337,삼애인더스2우,933
009360,베네데스하이텍,936
009400,케이와이씨,940
009590,경동,959
,화성제지공업,980
009840,갑을,984
009845,갑을1우,984
009950,삼한실업,995
009990,미우,999
009995,미우1우,999
010030,흥양,1003
010220,한솔종합금융,1022
010530,라이프주택개발,1053
010810,정일이엔씨,1081
010910,제일냉동,1091
010920,로보트보일러,1092
010970,한주화학,1097
011260,한국종합금융,1126
011360,국제밸브공업,1136
011450,클라리언트송원칼라,1145
011470,기산,1147
011520,서울가든,1152
011540,삼신,1154
011750,이큐지,1175
011770,주일,1177
011820,한국물산,1182
011825,한국물산1우,1182
011860,동아일렉콤,1186
011890,제일곡산,1189
,라이카,1190
011920,태평양금속,1192
011940,태영판지공업,1194
011960,새한종합금융,1196
012010,삼산,1201
012050,우진전기,1205
012150,동방개발,1215
012220,동국전자,1222
012260,이지닷컴,1226
012265,이지닷컴1우,1226
012270,동신,1227
012300,신한인터내쇼날,1230
012360,신신상사,1236
012390,경일모방,1239
012460,우영,1246
012470,영진테크,1247
012500,제일종합금융,1250
012540,일신,1254
,불티나,1266
012710,한스종합금융,1271
012910,한라시멘트,1291
013040,금강피혁,1304
013070,태양이앤테크,1307
,장복건설,1321
013250,대양상호신용금고,1325
013255,대양상호신용금고1우,1325
013320,삼경정밀,1332
013530,아천세양건설,1353
013630,휴먼이노텍,1363
013635,휴먼이노텍1우,1363
013730,세원,1373
013820,피앤텍,1382
013850,교하산업,1385
013920,세모,1392
013925,세모1우,1392
014040,지피에스,1404
014045,지피에스1우,1404
014047,지피에스2우,1404
014080,뉴맥스,1408
014090,에스씨옵티콤,1409
014140,삼일방직,1414
014210,대진동관공업,1421
014250,선일옵트론,1425
014270,신림종합건설,1427
014340,한국종합철관,1434
014380,대동A,1438
014390,대구종합금융,1439
014400,경남종합금융,1440
014420,프로비타,1442
014430,한길종합금융,1443
014450,삼양종합금융,1445
014490,쌍용종합금융,1449
014660,녹십자의료공업,1466
014665,녹십자의료공업1우,1466
014920,대명섬유,1492
014980,항도종합금융,1498
015060,미주실업,1506
015080,청솔종합금융,1508
015090,대미실업,1509
015180,삼송공업,1518
015500,조흥산업,1550
015530,큐닉스컴퓨터,1553
015535,큐닉스컴퓨터1우,1553
015670,에이피우주통신,1567
015675,에이피우주통신1우,1567
015780,논노,1578
015880,태화쇼핑,1588
015910,유산실업,1591
015920,대림금속공업,1592
015980,금경,1598
016040,디에스피이엔티,1604
016070,동성반도체,1607
016230,유천건설,1623
016260,우단,1626
016310,신우산업기기,1631
016350,신한종합금융,1635
016355,신한종합금융1우,1635
016390,나라종합금융,1639
016395,나라종합금융1우,1639
016399,나라종합금융2우,1639
016480,한화종합금융,1648
016490,청화상공,1649
016500,삼삼종합금융,1650
016550,한별텔레콤,1655
016555,한별텔레콤1우,1655
016620,우풍상호신용금고,1662
016640,신화,1664
016680,태흥피혁공업,1668
016690,신세계종합금융,1669
017050,스타맥스,1705
017070,호승,1707
017090,풍연,1709
017110,고려종합금융,1711
017120,바로크가구,1712
017320,태일정밀,1732
017325,태일정밀1우,1732
017410,한주개발,1741
017420,두성네텍,1742
017620,라인건설,1762
017740,주화산업,1774
018180,텔슨정보통신,1818
018230,보성건설,1823
018380,유진산업,1838
018480,부산리스금융,1848
018485,부산리스금융1우,1848
018550,한국안전유리,1855
,삼석전기,1856
018590,KNC,1859
018690,신정제지,1869
018720,동양기공,1872
000000,에어로시스템,1874
018840,금성제관,1884
019230,신한종합비료,1923
019330,파스퇴르유업,1933
000000,서울창업투자,1946
019530,한국산업투자,1953
019560,한국투자파트너스,1956
019930,피데스,1993
020070,에버리소스,2007
020075,에버리소스1우,2007
020450,서울문화사,2045
020490,아이씨켐,2049
020540,한국컴퓨터통신,2054
020620,세본금속,2062
020625,세본금속1우,2062
,오성세라믹스,2073
020860,리타워테크놀러지스,2086
020865,리타워테크놀러지1우,2086
020880,동마산업,2088
021220,삼화정밀,2122
021310,동화은행,2131
021570,알루코,2157
021600,대동은행,2160
021610,동남은행,2161
021660,하이켐,2166
021870,중앙리스금융,2187
021940,현대투자신탁증권,2194
022020,삼경기전,2202
022080,한남투자증권,2208
022130,건영종합건설,2213
022230,새한마텍,2223
022510,동호전기,2251
022610,한일,2261
022770,금강정공,2277
022870,우리신용카드,2287
023140,다다,2314
023200,세닉스디지컴,2320
023580,모아저축은행,2358
023710,익산,2371
023780,신한캐피탈,2378
023880,삼협산업,2388
023920,광일,2392
024750,노비타,2475
024755,노비타1우,2475
024860,국제종합토건,2486
024920,동신특강,2492
024960,영남종합금융,2496
025090,대구리스금융,2509
025150,삼주건설,2515
025220,중앙상호신용금고,2522
025450,한마음상호저축은행,2545
025600,삼성자동차,2560
025690,동방라이텍,2569
025840,레이디,2584
025910,동방음향,2591
025960,고려,2596
026230,아이디에이치,2623
026240,동남리스금융,2624
026500,우영영상정보,2650
026900,신원금속,2690
026920,영성제강,2692
026930,한양철강공업,2693
026950,한일제관,2695
027120,삼안,2712
027230,뉴스테이트캐피탈,2723
027280,케이티아이,2728
027350,텔슨전자,2735
027440,코리아이앤디,2744
027450,한보상호신용,2745
027610,대륭산업,2761
027700,대백쇼핑,2770
027890,스탠더드텔레콤,2789
028020,태광뉴텍,2802
028440,삼화,2844
028460,태평양건설,2846
028500,대도상사,2850
028510,기온물산,2851
028530,영태전자공업,2853
028535,영태전자공업1우,2853
028550,서진식품,2855
,서진식품1우,2855
028560,케니상사,2856
028570,우생,2857
028580,경일화학공업,2858
028590,양우화학공업,2859
028600,백산전자,2860
028610,중원전자,2861
028620,인성기연,2862
028630,삼나스포츠,2863
029280,동국종합건설,2928
,유일,2930
,태림,2932
029330,한강물산,2933
,한수산업,2934
,제양실업,2936
029380,하이팩퍼니처,2938
,신영산업플랜트,2940
,협성,2943
,한승전자,2944
,완산제지,2945
029470,한국대아진공,2947
030250,신세기투자신탁,3025
030460,닉스,3046
030710,동아상호신용금고,3071
030750,하나증권,3075
030970,알파캐피탈,3097
031090,화니백화점,3109
031220,데이콤인터내셔날,3122
031230,하이비스,3123
031800,ST&I,3180
031900,나래앤컴퍼니,3190
031970,엠바이엔,3197
032050,후야인포넷,3205
032150,으뜸상호저축은행,3215
032155,으뜸상호저축은행1우,3215
032220,티씨테크,3222
032410,조아넷,4914
032590,엔토리노,3259
032600,애드모바일,3260
032710,신한카드,3271
032780,테라,3278
032970,카인드웨어서울,3297
033000,베룩스텍,3300
033020,세아메탈,3302
033040,세림아이텍,3304
033070,삼한콘트롤스,3307
033075,삼한콘트롤스1우,3307
033210,삼화기연,3321
033300,보성인터내셔날,3330
033350,대진정밀화학,3335
033390,해피텔레콤,3339
033510,어필텔레콤,3351
033620,정엔지니어링,6348
033720,블루스톤디앤아이,3372
033725,블루스톤디앤아이1우,3372
033740,다안전자,3374
034140,에스엠아이티,3414
034180,미래에셋알바트로스일호펀드,3418
034200,미래에셋박현주삼호펀드,3420
034500,티아이엔시,3450
034870,인츠닷컴,3487
034970,올에버,3497
034980,이론테크놀로지,3498
035190,한일정보비젼,3519
035230,인사이드유,4407
035270,청람디지탈,3527
035440,인터넷티브이네트웍스,3544
035550,위트비전,3555
035660,휴노테크놀로지,3566
035710,씨엘엘씨디,3571
035740,웹인더스트리얼,3574
035750,아이베스트투자,3575
035780,그로웰텔레콤,3578
035800,컴퓨트로닉스,3580
035870,호성,3587
035910,현대멀티캡,3591
035915,현대멀티캡1우,3591
035917,현대멀티캡2우,3591
035919,현대멀티캡3우,3591
035950,케이알,3595
035960,바이오시스,3596
036020,한아시스템,3602
036050,서울기금,4379
036070,아리랑구조조정기금,4376
036080,무궁화구조조정기금,4377
036100,아리수인터넷,3610
036130,디지탈에프케이,3613
036140,코블,3614
036230,로드테크,3623
036240,아이엠티웍스,3624
036270,헤쎄나,3627
036290,베스트인터넷,3629
036320,미래에셋자산운용투자자문,3632
036360,쓰리소프트,3636
036380,코스메틱랜드,3638
036410,넥셀텔레컴,3641
036600,지니웍스,3660
036660,플러스프로핏,6693
036720,한빛네트,3672
036740,디킴스커뮤니케이션즈,3674
036760,케이엔에스홀딩스,3676
036770,에이아이넷,7056
036775,에이아이넷1우,7056
036790,자강,3679
036820,비이티,3682
036825,비이티1우,3682
036860,티엔비,3686
036880,맥시스템,3688
036900,택산아이엔씨,3690
036910,세원텔레콤,3691
036980,두루넷쇼핑,3698
037000,세스컴,3700
037010,넷컴스토리지,3701
037020,한와이어리스,3702
037050,씨네티아정보통신,3705
037060,시큐어소프트,3706
037080,레디소프트,3708
037100,탑젠,3710
037110,제이에스,6812
037120,한신코퍼레이션,3712
037200,다산씨앤드아이,3720
037210,호텔페이지닷컴,3721
037220,넥스텔,3722
037250,대흥멀티미디어,3725
037280,시스컴,3728
037410,코리아링크,3741
037420,코스모브리지,6696
037450,한국신과학기술,3745
037580,한국시엔시기술,3758
037600,씨모스,3760
037650,성진산업,3765
037660,평창정보통신,3766
037690,마이존크리에이션,3769
037730,쓰리알,3773
037750,엔써커뮤니티,3775
037800,네띠앙,3780
037830,글로포스트,3783
037880,엘리온정보기술,3788
037910,이원이디에스,3791
037990,넥센,3799
038000,성진씨앤씨,3800
038050,트래픽아이티에스,3805
038100,아이엠아이티,3810
038150,레이콤시스템,3815
038300,환경과에너지,3830
038330,슈퍼스타소프트웨어,3833
038350,러닝콤,6531
038360,건잠디지털,3836
038410,트라이콤,6573
038440,게임닉스,3844
038560,지인텍,3856
038570,아이패스,3857
038640,코세스정보통신,3864
038670,한국웹티브이,3867
038730,알파캐스트,3873
