SHOTN_ISIN,KOR_SECN_NM,ISSUCO_CUSTNO
222110,팬젠,25899
225530,보광산업,25860
227100,퀀텀온,25908
224060,더코디,25708
115180,큐리언트,13258
013310,아진산업,1331
206560,덱스터스튜디오,25944
227950,엔투텍,25981
108490,로보티즈,26048
228760,지노믹트리,26106
229000,젠큐릭스,26101
109610,에스와이,14730
223310,딥마인드플랫폼,26128
228670,레이,26156
211050,인카금융서비스,26174
142210,유니트론텍,17219
230240,에치에프알,26225
230980,비유테크놀러지,26342
232140,와이씨,26412
900250,차이나크리스탈신소재홀딩스,26434
222160,엔피엑스,26463
080720,한국유니온제약,9806
232680,라온테크,26480
232830,시큐센,26481
228850,레이언스,26368
228340,동양파일,26600
234100,폴라리스세원,26681
234920,자이글,26680
071460,위니아,8657
234300,에스트래픽,26803
235980,메드팩토,26801
144510,지씨셀,26842
227610,아우딘퓨쳐스,26840
236810,엔비티,26868
236200,슈프리마,26811
238490,힘스,27014
195940,에이치케이이노엔,22859
237750,피앤씨테크,27082
239340,이스트에이드,27112
237690,에스티팜,27138
238090,앤디포스,27150
237880,클리오,27161
058970,엠로,11150
158430,아톤,27043
230360,에코마케팅,27340
242040,나무기술,27375
240810,원익아이피에스,27248
241690,유니테크노,27357
006620,동구바이오제약,662
073560,우리손에프앤지농업회사법인,8902
219420,링크제니시스,27422
241840,에이스토리,27584
244460,올리패스,27603
189300,인텔리안테크놀로지스,27639
072990,에이치시티,11275
243070,휴온스,27482
239610,에이치엘사이언스,27812
246250,에스엘에스바이오,27809
140070,서플러스글로벌,17022
215600,신라젠,27829
238120,얼라인드제네틱스,27859
239890,피엔에이치테크,27885
241520,디에스씨인베스트먼트,27880
241710,코스메카코리아,27893
900260,로스웰인터내셔널,27907
247540,에코프로비엠,27901
246710,티앤알바이오팹,27936
178320,서진시스템,21085
250060,모비스,28153
087260,모바일어플라이언스,10495
250930,예선테크,28232
900270,헝셩그룹,28262
246720,아스타,28220
241790,티이엠씨씨엔에스,28313
251970,펌텍코리아,28331
251630,브이원텍,28371
252500,세화피앤씨,28399
246690,티에스인베스트먼트,28403
002800,신신제약,280
241820,피씨엘,28478
253590,네오셈,28477
900280,골든센츄리,28522
253840,수젠텍,28509
254120,자비스,28634
900290,그레이트리치과기유한공사,28715
256630,포인트엔지니어링,28796
256840,한국비엔씨,28811
900300,오가닉티코스메틱홀딩스,28824
256940,케이피에스,28823
258790,소프트캠프,29007
173130,오파스넷,20469
251370,와이엠티,29164
250000,보라티알,29248
255440,야스,29221
260970,에스앤디,29305
261200,덴티스,29315
258830,세종메디칼,29202
245620,이원다이애그노믹스,29162
261780,차백신연구소,29370
255220,에스지이,29378
003380,하림지주,338
258610,케일럼,29442
262260,에이프로,29440
260660,알리코제약,29458
259630,엠플러스,29453
124560,태웅로직스,15354
243840,신흥에스이씨,29486
263770,유에스티,29555
263050,유틸렉스,29533
264850,이랜시스,29645
264450,유비쿼스,29677
264660,씨앤지하이테크,29795
265520,에이피시스템,29707
263860,지니언스,29885
117730,티로보틱스,17919
263800,데이타솔루션,29833
118990,모트렉스,13585
267320,나인테크,29925
263810,상신전자,29883
263720,디앤씨미디어,29989
263540,어스앤에어로스페이스,29949
246960,에스씨엘사이언스,29974
268600,셀리버리,30079
263600,덕우전자,30181
270520,지오릿에너지,30203
253450,스튜디오드래곤,28460
263750,펄어비스,30202
270660,에브리봇,30239
267980,매일유업,30037
270870,뉴트리,30257
122310,제노레이,30279
263920,휴엠앤씨,30355
271830,팸텍,30356
179900,유티아이,30343
007680,대원,768
265560,영화테크,30429
273060,와이즈버즈,30441
104620,노랑풍선,30459
241770,메카로,30498
247660,나노씨엠에스,30460
272290,이녹스첨단소재,30373
257370,피엔티 엠에스,28865
274090,켄코아에어로스페이스,30567
275630,에스에스알,30694
276040,스코넥엔터테인먼트,30757
274400,이노시뮬레이션,30766
226950,올릭스,30789
900310,컬러레이홀딩스,30802
240600,유진테크놀로지,27229
267790,배럴,30857
277410,인산가,30871
260930,씨티케이,30959
269620,시스웍,31022
273640,와이엠텍,31020
278650,에이치엘비바이오스텝,31049
187870,디바이스이엔지,22065
276730,제주맥주,30870
277070,린드먼아시아인베스트먼트,31101
279600,미디어젠,31162
277880,티에스아이,31124
281740,레이크머티리얼즈,31344
263690,디알젬,31367
284620,카이노스메드,31662
016790,현대사료 주식회사,1679
263700,케어랩스,31704
129920,대성하이텍,15866
286750,나노브릭,31850
287410,제이시스메디칼,31958
288330,브릿지바이오테라퓨틱스,32047
289080,에스브이인베스트먼트,32095
340810,씨유박스,37427
169330,마크로밀엠브레인,37484
317690,퀀타매트릭스,37500
330350,위더스제약,37527
321820,아티스트유나이티드,36853
237820,플레이디,36859
338220,뷰노,36909
339950,아이비김영,37057
340360,다보링크,37114
340440,세림비앤지,37136
338840,와이바이오로직스,37261
330860,네패스아크,36412
333430,일승,36423
265740,엔에프씨,36468
322510,제이엘케이,36573
179530,애드바이오텍,21055
335870,윙스풋,36658
335890,비올,36657
334970,프레스티지바이오로직스,36680
336060,웨이버스,36679
198080,엔피디,23022
336570,원텍,36750
330730,스톤브릿지벤처스,36164
331380,포커스에이치엔에스,36208
306040,에스제이그룹,36237
331520,밸로프,36255
332290,누보,36304
327260,알에프머트리얼즈,36373
333050,모코엠시스,36375
300120,라온피플(주),35904
328380,솔트웨어,35920
294140,레몬,36011
190650,코리아에셋투자증권,6332
323280,태성,35410
323230,엠에프엠코리아,35414
319660,피에스케이,35198
323350,다원넥스뷰,35441
195500,마니커에프앤지,22788
311390,네오크레마,35373
317530,캐리소프트,35518
317120,(주)라닉스,35568
318010,(주)팜스빌,35582
322180,티라유텍,35608
321550,티움바이오,35622
323990,박셀바이오,35703
319400,현대무벡스,35060
317850,대모엔지니어링,35072
312610,에이에프더블류,35092
318000,케이비지,35093
320000,한울반도체,35130
317770,엑스페릭스,35167
321260,프로이천,35227
300080,플리토,35251
322780,코퍼스코리아,35372
282880,코윈테크,31495
317330,덕산테코피아,35386
318020,포인트모바일,35406
148150,세경하이테크,17915
313760,캐리,34811
317240,티에스트릴리온,34882
317870,엔바이오니아,34941
317830,에스피시스템스,34981
103840,우양,14062
272110,케이엔제이보통주,34459
307930,컴퍼니케이파트너스,34549
308100,까스텔바작,34597
282720,금양그린파워,31489
314130,지놈앤컴퍼니,34612
234690,녹십자웰빙,34692
289010,아이스크림에듀,32235
309930,오하임앤컴퍼니,34094
310200,애니플러스,34120
099750,이지케어텍,34142
310210,보로노이,34136
310870,디와이씨,34205
291650,압타머사이언스,34265
297090,씨에스베어링,33782
304840,피플바이오,34302
900340,윙입푸드홀딩스,34235
303360,프로티아,34327
311690,씨제이바이오사이언스,34350
125210,아모그린텍,15442
306620,네온테크,33794
278280,천보,33835
299900,위지윅스튜디오,33844
307180,아이엘사이언스,33866
307280,원바이오젠,33898
307750,국전약품,33915
307870,비투엔,33917
234340,헥토파이낸셜,33958
305090,마이크로디지탈,33965
299910,애닉,33510
301300,바이브컴퍼니,28455
299030,하나기술,33020
179290,엠아이텍,20865
296640,이노룰스,33527
303530,이노뎁,33474
304100,솔트룩스,33547
277810,레인보우로보틱스,33577
304360,에스바이오메딕스,33602
100590,머큐리,12571
290550,디케이티,33616
293780,압타바이오,33679
238200,비피도,33707
299660,셀리드,33177
294090,이오플로우,33095
032300,한국파마,3230
290670,대보마그네틱,32483
163730,핑거,19449
302430,이노메트리,33380
302550,리메드,33408
303030,지니틱스,33437
290650,엘앤씨바이오,33440
297890,에이치비솔루션,32929
298060,에스씨엠생명과학,32932
298380,에이비엘바이오,32937
290520,신도기연,33053
293580,나우아이비캐피탈,33052
294630,서남,32679
128540,에코캡,15647
100790,미래에셋벤처투자,8981
290720,푸드나무,33144
263020,디케이앤디,33108
299170,더블유에스아이,33109
290660,네오펙트,33102
153710,옵티팜,32527
288620,에스퓨얼셀,32555
290380,대유,32608
110790,크리스에프앤씨,13930
290740,액트로,32580
294570,쿠콘,32670
111710,남화산업,3910
285490,노바텍,32701
289220,자이언트스텝,32714
291810,핀텔,32357
293490,카카오게임즈,32821
297570,알로이스,32874
290090,트윔,32402
290560,신시웨이,32379
110990,디아이티,13956
288980,모아데이타,32072
256150,한독크린텍,32188
290120,디에이치오토리드,32206
291230,엔피,32286
290270,휴네시온,32271
162300,신스틸,19330
164060,이루다,19460
344860,이노진,37829
331920,셀레믹스,36809
347850,디앤디파마텍,37959
348150,고바이오랩,37981
332370,아이디피,38137
347860,알체라,38136
199820,제일일렉트릭,23234
298540,더네이쳐홀딩스,33039
347890,엠투아이코퍼레이션,37994
351320,에스에이티,38249
347740,피엔케이피부임상연구센타,37993
347770,핌스,38024
348350,위드텍,37956
340570,티앤엘,38299
148930,에이치와이티씨,17943
353190,휴럼,38400
060850,영림원소프트랩,9332
332570,와이팜,38422
318410,비비씨,38533
337930,브랜드엑스코퍼레이션,38534
352090,스톰테크,38482
354320,알멕,38595
353810,이지바이오,38441
355150,코스텍시스,38632
129890,앱코,15865
348210,넥스틴,38683
351330,이삭엔지니어링,38471
347000,센코,38758
356890,싸이버원,38709
352770,클리노믹스,38859
262840,아이퀘스트,38885
354200,엔젠바이오,38599
136410,아셈스,38399
348080,큐라티스,38920
358570,지아이이노베이션,38905
290690,소룩스,39042
359090,씨엔알리서치,39001
356680,엑스게이트,39092
348030,모비릭스,39120
352940,인바이오,39144
357780,솔브레인,38882
335810,프리시젼바이오,39195
356860,티엘비,39097
314930,바이오다인,39323
352700,씨앤투스,39372
357550,석경에이티,39557
357580,아모센스,39558
322310,오로스테크놀로지,39595
340930,유일에너테크,39620
347700,라이프시맨틱스,39636
187660,에이디엠코리아,22030
365590,하이딥,39625
363260,모비데이즈,39504
361390,제노코,39852
257720,실리콘투,28855
368770,파이버프로,40010
365270,큐라클,39609
369370,블리츠웨이스튜디오,40071
373200,엑스플러스,40475
361670,삼영에스앤씨,40161
352480,씨앤씨인터내셔널,40219
315640,딥노이드,39999
357230,에이치피오,40352
363250,진시스템,40364
333620,엔시스,40394
099390,브레인즈컴퍼니,40789
372170,윤성에프앤씨,41026
373110,엑셀세라퓨틱스,41481
376980,원티드랩,41495
382800,지앤비에스 에코,41664
382840,원준,42020
376300,디어유,42148
383930,디티앤씨알오,41792
353590,오토앤,38521
389030,지니너스,42482
204610,티쓰리엔터테인먼트,23718
377030,맥스트,40853
318160,셀바이오휴먼텍,41743
382480,지아이텍,41431
114840,아이패밀리에스씨,32419
360350,코셈,41272
311320,지오엘리먼트,42181
391710,코닉오토메이션,42343
352910,오비고,40695
378340,필에너지,40954
159010,아스플로,18937
371950,풍원정밀,42650
252990,샘씨엔에스,40643
348370,엔켐,39904
377480,마음에이아이,41029
367000,플래티어,41313
308080,바이젠셀,41456
377450,리파인,41457
328130,루닛,40845
372800,아이티아이즈,40922
357880,비트나인,41466
376180,피코그램,41806
383310,에코프로에이치엔,41520
377460,위니아에이드,41194
376290,씨유테크,41126
377330,이지트로닉스,41818
365900,브이씨,42216
361570,알비더블유,42369
376190,엘비루셈,41011
368970,오에스피,40951
377220,프롬바이오,41531
370090,퓨런티어,42022
388790,라이콤,42023
146320,비씨엔씨,17712
366030,공구우먼,42925
408920,메쎄이상,44109
402030,코난테크놀로지,44237
399720,가온칩스,44462
406820,뷰티스킨,43995
412350,레이저쎌,44879
418170,하나금융22호기업인수목적보통주,44965
415380,스튜디오삼익,44969
388720,유일로보틱스,43202
393210,토마토시스템,42934
396300,세아메카닉스,43817
397030,에이프릴바이오,43829
405000,플라즈맵,43814
413600,키움제6호기업인수목적,44526
376930,노을,42984
389140,포바이포,43952
378800,샤페론,44318
403870,에이치피에스피,44345
405100,큐알티,43789
393890,더블유씨피,44814
418210,신한제10호기업인수목적,45070
314140,알피바이오,43712
394280,오픈엣지테크놀로지,43764
365340,성일하이텍,39758
362990,드림인사이트,43594
412930,미래에셋비전기업인수목적1호,44486
03481K,해성산업1우,4371
199730,바이오인프라,23223
251120,바이오에프디엔씨,43298
368600,아이씨에이치,42935
388050,지투파워,41830
406760,하나금융21호기업인수목적,43775
413630,씨피시스템,44529
415580,상상인제3호기업인수목적,44750
348340,뉴로메카,37285
396470,워트,42833
421800,교보12호기업인수목적,45383
362320,청담글로벌,39379
389260,대명에너지,43259
382900,범한퓨얼셀,43632
112290,와이씨켐,13099
396270,넥스트칩,44054
422040,엔에이치기업인수목적23호,45366
403490,우듬지팜,44786
449020,유안타제13호기업인수목적,48077
478110,이베스트기업인수목적6호,50894
285800,진영,31722
405920,나라셀라,43885
321370,센서뷰,48097
440790,교보13호기업인수목적,47232
443670,에스피소프트,48550
452300,캡스톤파트너스,48781
432720,퀄리타스반도체,48803
455900,엔젤로보틱스,48760
458870,씨어스테크놀로지,49524
389500,에스비비테크,45212
417180,핑거스토리,45202
450330,하스,48391
418420,라온텍,45608
440290,에이치비인베스트먼트,47575
450050,하이제8호기업인수목적,48174
454640,하나29호기업인수목적,48612
454750,하나28호기업인수목적,48611
380540,옵티코어,46351
432430,와이랩,47765
445970,신영해피투모로우제9호기업인수목적,47766
457550,우진엔텍,49430
462350,이노스페이스,49414
448740,삼성기업인수목적8호,48045
448760,아이비케이에스제22호기업인수목적,48044
441270,파인엠텍,47297
432470,케이엔에스,48839
464440,한국제13호기업인수목적,49572
435380,유안타제10호기업인수목적,46696
402490,그린리소스,48378
438700,버넥트,48375
468510,삼성기업인수목적9호,49911
473950,에스케이증권제13호기업인수목적,50522
474490,유안타제16호기업인수목적,50607
467930,아이비케이에스제23호기업인수목적,49846
419530,에스에이엠지엔터테인먼트,46473
471050,대신밸런스제17호기업인수목적,50144
417500,제이아이테크,45342
464080,에스오에스랩,50087
469480,아이비케이에스제24호기업인수목적,50070
439410,엔에이치기업인수목적26호,47117
439730,아이비케이에스제20호기업인수목적,47124
439090,마녀공장,47966
452980,신한제11호기업인수목적,48447
464680,케이비제27호기업인수목적,49608
452200,민테크,49480
430460,한화플러스제3호기업인수목적,46220
425420,티에프이,46211
440320,오픈놀,47797
446190,미래에셋비전기업인수목적2호,47798
473370,비엔케이제2호기업인수목적,50474
199550,레이저옵텍,23218
450940,유안타제14호기업인수목적,48268
418470,밀리의서재,45855
452670,상상인제4호기업인수목적,48430
440110,파두,48555
479880,한국제15호기업인수목적,51022
425290,삼성기업인수목적6호,45720
473000,에스케이증권제12호기업인수목적,50441
473050,유안타제15호기업인수목적,50452
446540,메가터치,48989
419080,엔젯,45235
140430,카티스,48810
430690,한싹,48551
420570,제이투케이바이오,49705
456010,아이씨티케이,49625
477340,에이치엠씨아이비제7호기업인수목적,50811
477380,미래에셋비전기업인수목적4호,50825
477470,미래에셋비전기업인수목적5호,50833
477530,한국제14호기업인수목적,50828
407400,꿈비,47466
453450,그리드위즈,48554
419050,삼기이브이,46019
442310,대신밸런스제14호기업인수목적,47423
442770,아이비케이에스제21호기업인수목적,47430
462510,라메디텍,50249
365330,에스와이스틸텍,39750
373170,엠아이큐브솔루션,48433
417200,엘에스머트리얼즈,49052
458610,한국제12호기업인수목적,49035
472220,신영해피투모로우제10호기업인수목적,50340
411080,샌즈랩,45430
417860,오브젠,45425
199430,케이엔알시스템,23206
448710,코츠테크놀로지,48634
452160,제이엔비,48638
452430,사피엔반도체,49392
445680,큐리옥스바이오시스템즈,48212
478440,미래에셋비전기업인수목적6호,50892
408900,스튜디오미르,46562
360070,탑머티리얼,45417
430220,신영해피투모로우제8호기업인수목적,46189
389020,자람테크놀로지,45348
419540,비스토스,45655
424760,벨로크,45712
418250,시큐레터,47957
462020,에이치엠씨아이비제6호기업인수목적,49356
389470,인벤티지랩,45665
418620,이에이트,46764
448830,미래에셋비전기업인수목적3호,48041
417970,모델솔루션,45114
424960,스마트레이더시스템,48631
474930,신한제13호기업인수목적,50636
475240,하나32호기업인수목적,50644
475250,하나33호기업인수목적,50645
451700,엔에이치기업인수목적29호,48325
355690,에이텀,49208
481890,엔에이치기업인수목적31호,51207
435870,에스케이증권제8호기업인수목적,46726
434480,모니터랩,47492
452190,한빛레이저,48404
455310,한화플러스제4호기업인수목적,48718
417790,트루엔,46298
127980,화인써키트,15734
433530,키움제7호기업인수목적,46515
424980,마이크로투나노,46959
440820,엔에이치기업인수목적27호,47243
254490,미래반도체,28593
472850,폰드그룹,50554
474660,신한제12호기업인수목적,50611
372320,큐로셀,48569
442900,미래에셋드림기업인수목적1호,47443
460930,현대힘스,49422
160190,하이젠알앤엠,50040
476470,케이비제28호기업인수목적,50740
439580,블루엠텍,48310
448280,에코아이,48326
451220,아이엠티,48493
452280,한선엔지니어링,48580
456440,디비금융제11호기업인수목적,48820
456490,교보14호기업인수목적,48822
418550,제이오,45774
384470,코어라인소프트,45387
419120,산돌,45408
457940,에스케이증권제10호기업인수목적,48978
478390,케이비제29호기업인수목적,50951
388870,파로스아이바이오,46974
445180,퓨릿,48159
450520,인스웨이브시스템즈,48559
309960,엘비인베스트먼트,6322
435620,하나금융25호기업인수목적,46750
145170,노브랜드,38825
455250,케이비제25호기업인수목적,48669
109670,씨싸이트,14721
413640,비아이매트릭스,48850
412540,제일엠앤에스,49492
460940,피앤에스미캐닉스,49489
461030,아이엠비디엑스,49645
469880,하나30호기업인수목적,50112
469900,하나31호기업인수목적,50114
438220,대신밸런스제13호기업인수목적,46993
188260,세니젠,22045
465320,교보15호기업인수목적,49656
445090,에이직랜드,47617
445360,비엔케이제1호기업인수목적,47618
416180,신성에스티,44449
436610,한국제11호기업인수목적,46816
420770,기가비스,46939
444920,유안타제11호기업인수목적,47571
417840,저스템,45558
424140,케이비제21호기업인수목적,45560
429270,시지트로닉스,47970
355390,크라우드웍스,48216
437730,삼현,48994
457390,대신밸런스제15호기업인수목적,48882
457630,대신밸런스제16호기업인수목적,48883
451250,삐아,49583
430230,하나금융24호기업인수목적,46205
446150,유안타제12호기업인수목적,47782
455910,에스케이증권제9호기업인수목적,48774
443250,레뷰코퍼레이션,48567
453860,에이에스텍,49003
458320,케이비제26호기업인수목적,49011
468760,유진기업인수목적10호,49960
442130,유진기업인수목적9호,47386
472230,에스케이증권제11호기업인수목적,50342
439250,삼성기업인수목적7호,47080
446750,하나26호기업인수목적보통주,47853
446840,키움제8호기업인수목적,47861
452400,이닉스,48792
477760,디비금융제12호기업인수목적,50863
448370,하나27호기업인수목적,48002
437780,엔에이치기업인수목적24호,46953
417010,나노팀,46482
438580,엔에이치기업인수목적25호,47055
295310,에이치브이엠,32766
146060,율촌,17710
430700,유안타제9호기업인수목적,46240
298830,슈어소프트테크,46709
466910,엔에이치기업인수목적30호,49805
425040,티이엠씨,46569
451760,컨텍,49288
